Description,Brand,Price,Img url,Country
BiscoMisr Luxe Biscuits With Cocoa - 8 Pieces,Biscomisr,3.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfe/h2f/48744233009182/200Wx200H_455899_main.jpg,Egypt
Abu Auf Maamoul With White Chocolate,Abu auf,4.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h37/27008519798814/524190_main.jpg_200Wx200H,Egypt
El Doha Chilli Powder - 55 gram,El Doha,45.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h2e/14952281374750/18004_main.jpg_200Wx200H,Egypt
Wadi Food Black Olives Paste With Thyme 300g,Wadi Food,23.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h00/h46/14786762080286/87273_main.jpg_200Wx200H,Egypt
Bab ElSham Garlic Powder - 50 gram,Bab El Sham,28.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h86/h9d/31258552434718/533457_main.jpg_200Wx200H,Egypt
Abu Auf Maamoul Coated Chocolate - 1 pieces,Abu auf,4.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h64/h3b/27008519634974/524188_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Plain Halawa - 120 gram,El rashidi el mizan,21.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb9/h57/14854188236830/17574_main.jpg_200Wx200H,Egypt
Halwani Halawa with chocolate - 275 Gram,Halwani bros,48.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf5/h0f/14854257967134/529364_main.jpg_200Wx200H,Egypt
BiscoMisr Luxe Max Tea Biscuits -  9 Pieces,Biscomisr,4.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h87/48744231862302/200Wx200H_337102_main.jpg,Egypt
El Doha Sesame Seeds - 50 gram,El Doha,18.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h0c/15449973260318/18009_main.jpg_200Wx200H,Egypt
Trix Wafer Filled with Strawberry Cheesecake Flavored Cream - 30 gram - 12 Pieces,Carrefour,41.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdd/h8b/48899906207774/200Wx200H_610427_main.jpg,Egypt
Halwani Bros Halawa With Chocolate -575 gram,Halwani bros,82.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/h72/27008511541278/529772_main.jpg_200Wx200H,Egypt
Bisco Misr Super Luxe Plain Biscuits - 12 Piece,Biscomisr,4.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he4/he0/48744235827230/200Wx200H_537604_main.jpg,Egypt
Harvest Foul With Tahina - 400 Gram,Harvest,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/hc0/14786471821342/161325_main.jpg_200Wx200H,Egypt
El Bawady Tahina - 20 gram - 18 Pieces,El bawadi,73.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/hbc/44951081451550/200Wx200H_354367_main.jpg,Egypt
EL Gawhara Tea - 250 gm,El Gawhara,63.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9c/hed/12971003641886/96871_main.jpg_200Wx200H,Egypt
Corona Lite Chocolate - 60 gram,Corona,23.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf0/h1b/49406497194014/200Wx200H_560854_main.jpg,Egypt
Al Doha Mint Leaves - 20 Gram,El Doha,18.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h84/h7a/34782992859166/200Wx200H_17983_main.jpg,Egypt
Haj Arafa Saffron Spices - 110 gram,Unknown,24.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/hae/14953344925726/507800_main.jpg_200Wx200H,Egypt
El Doha Cardamom Whole 5g,El Doha,15.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/hca/10065821794334/18032_main.jpg_200Wx200H,Egypt
Aldoha Basil - 20 gram,Al Doha,35.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/hc5/34710191308830/594642_main.jpg_200Wx200H,Egypt
Abu Auf Cardamon - 50 gram,Abu auf,77.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/hc3/27539494862878/578073_main.jpg_200Wx200H,Egypt
El Doha Ginger - 70 gram,El Doha,46.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd9/hd1/34710150873118/18024_main.jpg_200Wx200H,Egypt
Molto Mini Magnum Chocolate and Cream - 80 gram,Molto,9.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h44/49986613641246/200Wx200H_603821_main.jpg,Egypt
Bab Elsham Paprika - 40 Gram,Bab El Sham,21.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he2/h21/31258555514910/535281_main.jpg_200Wx200H,Egypt
Bisco Misr Cocoa Lovers Chocolate Wafers - 6 Pieces,Biscomisr,5.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/h15/49111871586334/200Wx200H_464935_main.jpg,Egypt
Bab Elsham Kabsa Spice - 45 gram,Bab El Sham,25.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h98/31258515341342/468312_main.jpg_200Wx200H,Egypt
Haj Arafa Fava Beans - 500 Gram,Unknown,33.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h54/14787035070494/540235_main.jpg_200Wx200H,Egypt
El Rashidy El Mizan Chocolate Halawa Spread - 150 gram,El rashidi el mizan,31.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/hbf/14854056312862/383485_main.jpg_200Wx200H,Egypt
Zaeem Lupines - 500 gram,Al zaeem,35.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5f/hac/34030329757726/591249_main.jpg_200Wx200H,Egypt
El Bawadi Halawa with Peanuts - 275 gram,El bawadi,48.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4f/h5b/15418491174942/161320_main.jpg_200Wx200H,Egypt
Wadi Food Jalapeno Pepper Sliced 1Kg,Wadi Food,53.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h11/h5e/9139147145246/497705_main.png_200Wx200H,Egypt
Haj Arafa Black Pepper Powder - 65 grams,Unknown,27.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb4/h44/14953345908766/539375_main.jpg_200Wx200H,Egypt
Munchee Vanilla Cream Wafers - 1 Pieces - 12 Counts,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/hd2/49406499946526/200Wx200H_583121_main.jpg,Egypt
Isis Regime Natural Herbal Tea Bags With Mint - 50 Pieces,Isis,41.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/h6f/48755757809694/200Wx200H_456114_main.jpg,Egypt
Aldoha Smoked Paprika - 60 gram,Al Doha,51.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h62/34710195044382/594644_main.jpg_200Wx200H,Egypt
Harvest Foul El Dandrawy - 400 Gram,Harvest,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/h26/49386848321566/200Wx200H_17128_main.jpg,Egypt
Corona Crispy Chocolate Bar - 35 grams - 12 Pieces,Corona,182.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h58/h72/16955553775646/496028_main.jpg_200Wx200H,Egypt
Abu Auf Turkish Coffee Plain - Dark - 200gm,Abu auf,94.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h96/51860379369502/200Wx200H_613772_main.jpg,Egypt
Abu Auf Turkish Coffee Blend - Dark - 200gm,Abu auf,132.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h9c/51860379533342/200Wx200H_613773_main.jpg,Egypt
Abu Auf Ground Black Pepper - 90 gram,Abu auf,38.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/he4/27539500302366/578078_main.jpg_200Wx200H,Egypt
Wadi Food Whole Kernel Sweet Corn - 400 gram,Wadi Food,37.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h7b/14786950627358/535549_main.jpg_200Wx200H,Egypt
El Bawadi Halawa with Hazelnut - 300 gram,El bawadi,63.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h72/hdc/44951080534046/200Wx200H_161317_main.jpg,Egypt
El Doha Fenugreek - 340 gm,El Doha,42.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h09/h87/10196967194654/439448_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Halawa Bar - 23 gram - 20 Pieces,El rashidi el mizan,67.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h4a/15039935741982/440803_main.jpg_200Wx200H,Egypt
Halwani Bros Halawa with Pistachio - 575 gram,Halwani bros,127.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb7/h13/14854113329182/17095_main.jpg_200Wx200H,Egypt
Ganna Squeeze Honey - 750 gram,Ganna,117.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/hb2/50054141673502/200Wx200H_262298_main.jpg,Egypt
Molto Magnum Croissant with Chocolate and Hazelnut,Molto,9.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h87/49986565701662/200Wx200H_528055_main.jpg,Egypt
Al Rushdi Al Mizan Apricot Jam 340g,El rashidi el mizan,27.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9e/h92/47857084006430/200Wx200H_278885_main.jpg,Egypt
El Bawadi Almond Halawa - 300 gram,El bawadi,63.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h00/hea/44951080927262/200Wx200H_161318_main.jpg,Egypt
Bake Rolz Baked Wheat Snacks - Pizza - 38 gram - Pack of 24,Unknown,120.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hc5/50966526197790/200Wx200H_464447_main.jpg,Egypt
Abu Auf Ground Nutmeg - 75 gram,Abu auf,99.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h93/h76/32102445776926/578071_main.jpg_200Wx200H,Egypt
El Doha Red Chili Powder - 20 gram,El Doha,20.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/h39/50042196197406/200Wx200H_18002_main.jpg,Egypt
Abu Auf Potato Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h29/29344505102366/578061_main.jpg_200Wx200H,Egypt
Imtenan Citrus Blossom Honey - 1 kg,Imtenan,309.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/ha1/14953386770462/552655_main.jpg_200Wx200H,Egypt
Imtenan Parsley And Celery Flavour Herbal Tea Bags - 18 Count,Imtenan,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h41/h5b/14489852248094/552670_main.jpg_200Wx200H,Egypt
Abu Auf Ground Cinnamon - 70 gram,Abu auf,35.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h32/27582611849246/578079_main.jpg_200Wx200H,Egypt
Freska Block Hazelnut - 31 Gram - 12 Count,Freska,59.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9e/had/50124522586142/200Wx200H_545035_main.jpg,Egypt
El Matbakh El Masry Small  Rings Pasta - 1 kg,Unknown,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h01/34710160998430/550550_main.jpg_200Wx200H,Egypt
Haj Arafa Freekeh - 500 gram,Unknown,35.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h03/h06/14787034841118/540234_main.jpg_200Wx200H,Egypt
Al Doha Koshary Eskandrany - 320 gram,El Doha,17.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h48/hde/49910123429918/200Wx200H_612527_main.jpg,Egypt
Imtenan Egyptian Mountain Sidr Honey - 500 gram,Imtenan,532.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/hac/14953386442782/552657_main.jpg_200Wx200H,Egypt
Munchee Strawberry Cream Wafers - 1 Pieces - 12 Counts,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/hcc/49406499782686/200Wx200H_583125_main.jpg,Egypt
Shaheen Turkish Coffee Special Dark With Cardamom - 200 gram,Shaheen cafe,157.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h7b/28237504872478/574689_main.jpg_200Wx200H,Egypt
Bab El Sham Thyme - 15 gm,Bab El Sham,9.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2a/h37/31258505347102/465003_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Plain Halawa Bar - 25 gm,El rashidi el mizan,3.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h10/hb5/10066533842974/338891_main.jpg_200Wx200H,Egypt
Haj Arafa Black Lentils - 500 gram,Unknown,37.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/hca/13043795460126/540231_main.jpg_200Wx200H,Egypt
El Abd Vanilla Cookies with Chocolate Chips - 2 Cookies,Unknown,8.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h13/hc1/34898557141022/200Wx200H_591984_main.jpg,Egypt
El Bawadi Halawa With Chocolate - 275 gram,El bawadi,51.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h42/ha5/44951078502430/200Wx200H_161319_main.jpg,Egypt
Isis Regime Natural Herbal Tea Bags With Cinnamon - 50 Pieces,Isis,41.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb1/h6e/48755755515934/200Wx200H_456115_main.jpg,Egypt
Crystal Sunflower Oil - 200 ml,Crystal,28.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h15/h97/52192912834590/200Wx200H_543991_main.jpg,Egypt
Al Doha Beyti White Rice - 320 gram,El Doha,16.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1e/hda/49910123593758/200Wx200H_612524_main.jpg,Egypt
Abu Auf Turmeric - 80 gram,Abu auf,26.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h2b/29344504774686/578082_main.jpg_200Wx200H,Egypt
Al Doha Mixed Spices - 220 gram,El Doha,109.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb1/h89/14952318271518/374714_main.jpg_200Wx200H,Egypt
Haj Arafa Kamun Powder - 75 gram,Unknown,49.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h89/h62/14953345089566/539378_main.jpg_200Wx200H,Egypt
Haj Arafa Sahlab-  300 Gram,Unknown,51.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/h42/14499677863966/542726_main.jpg_200Wx200H,Egypt
Bab Elsham Zaatar Mahawaj - 40 gram,Bab El Sham,18.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h88/h2a/31258534576158/533454_main.jpg_200Wx200H,Egypt
Dayma Brown Lentils - 1 Kg,Unknown,78.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h62/h93/34030282244126/591198_main.jpg_200Wx200H,Egypt
Abu Auf Popcorn Caramel and Cinnam 100gm,Abu auf,21.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/h93/47164637020190/200Wx200H_603723_main.jpg,Egypt
Abu Auf Curry Powder - 75 Gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hef/h7e/28475824537630/578081_main.jpg_200Wx200H,Egypt
Harvest Foul With Mexican Recipe - 400gm,Harvest,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h18/hcd/13189842337822/450757_main.jpg_200Wx200H,Egypt
Haj Arafa Smoked Paprika - 75 Gram,Unknown,46.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h16/hef/14953348661278/539406_main.jpg_200Wx200H,Egypt
Abu Auf Maamoul with Dates - 1 Piece,Abu auf,3.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he6/h2a/17366120857630/524184_main.jpg_200Wx200H,Egypt
ِAbu auf Crispy Cranberries - 350 Gram,Abu auf,108.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h05/h17/27008515473438/535517_main.jpg_200Wx200H,Egypt
Aldoha Rosemary - 35 gram,Al Doha,34.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/hc2/34710192750622/594643_main.jpg_200Wx200H,Egypt
Corona Butter Chocolate - 27 grams - 12 Pieces,Corona,182.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8e/h50/49406493720606/200Wx200H_484520_main.jpg,Egypt
Abu Auf Seven Spices - 70 Gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfe/hc7/27470772994078/578057_main.jpg_200Wx200H,Egypt
Imtenan Clover Honey - 1 Kg,Imtenan,253.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h42/h48/14854465323038/552653_main.jpg_200Wx200H,Egypt
Munchee Wafers with Vanilla Cream,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/h62/49406498799646/200Wx200H_583120_main.jpg,Egypt
Halwani Bros Halawa Plain - 275 gram,Halwani bros,39.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h55/14854138724382/34423_main.jpg_200Wx200H,Egypt
El Matbakh El Masry Rings Pasta 1kg,Unknown,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/hb5/34710162014238/550549_main.jpg_200Wx200H,Egypt
Harvest Foods Fava Beans With Olive Oil - 400 Gram,Harvest,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h28/h91/14786758344734/345522_main.jpg_200Wx200H,Egypt
Bab ElSham Dried Parsley - 15 gm,Bab El Sham,9.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h28/31258506067998/465005_main.jpg_200Wx200H,Egypt
Al Khair Refined Iodized Table Salt - 700 gram,Al Khair,7.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/hbe/48996252811294/200Wx200H_595925_main.jpg,Egypt
Bab Elsham Meat Spices - 40 gram,Bab El Sham,25.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/h28/31258501546014/468309_main.jpg_200Wx200H,Egypt
Imtenan Dates Syrup - 450 gram,Imtenan,75.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h70/h21/27995708522526/580556_main.jpg_200Wx200H,Egypt
Tag Elmelouk Vanilla Baking - 1 gram - 100 Pieces,Tag Elmelouk,75.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h28/h20/17286277201950/546813_main.jpg_200Wx200H,Egypt
Abu Auf Maamoul Dates&amp;Cinnamon - 1 Piece,Abu auf,3.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/h41/27008519471134/524186_main.jpg_200Wx200H,Egypt
Munchi Wafer Biscuit Vegan - Choco Cream - 1 Piece,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/ha1/49406501912606/200Wx200H_583114_main.jpg,Egypt
Imtenan Spring Flowers Honey - 125 Gram,Imtenan,34.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/hf9/27008567476254/559381_main.jpg_200Wx200H,Egypt
Haj Arafa Cardamom - 50 gram,Unknown,88.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he5/h8b/14953347842078/539382_main.jpg_200Wx200H,Egypt
Egy Sun Virgin Olive Oil - 0.5 Liter,Unknown,292.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h47/49217967783966/200Wx200H_603892_main.jpg,Egypt
Dayma Popcorn - 1 Kg,Unknown,80.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h39/h66/34030279983134/591203_main.jpg_200Wx200H,Egypt
Hohos Jumbo Rolled Chocolate Cake - 30 Gram - 12 Pieces,HoHo's,56.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h2a/49986570354718/200Wx200H_483468_main.jpg,Egypt
Corona Munchi Waffer Biscuit - Strawberry,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he5/hb6/49406499127326/200Wx200H_583124_main.jpg,Egypt
Freska Block Hazelnut - 31 Gram,Freska,5.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc5/h4f/49986567831582/200Wx200H_545032_main.jpg,Egypt
Dayma Red Lentils - 1 Kg,Unknown,81.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h75/h3c/34030284111902/591199_main.jpg_200Wx200H,Egypt
Abu Auf Chicken Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h45/h73/30578935758878/578066_main.jpg_200Wx200H,Egypt
Bisco Misr Nice Coconut Biscuits - 6 Biscuits - 12 Pieces,Biscomisr,56.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h88/heb/50311541293086/200Wx200H_616716_main.jpg,Egypt
Corona Dark Chocolate with Hazelnut - 6 Pieces,Corona,174.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h1e/49406503387166/200Wx200H_609193_main.jpg,Egypt
Abu Auf Pumpkin Seeds - 60 gram,Abu auf,17.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hde/h4e/27008501973022/428824_main.jpg_200Wx200H,Egypt
Al Doha Rice with Vermicelli - 320 gram,El Doha,16.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/hd3/49910123757598/200Wx200H_612525_main.jpg,Egypt
Halwani Bros Jam Light Orange - 380 gram,Halwani bros,37.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/hd2/14530853601310/34430_main.jpg_200Wx200H,Egypt
El Doha Chickpeas - 50 Gram,El Doha,14.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/hc7/15754742923294/17980_main.jpg_200Wx200H,Egypt
Abu Auf Wafer Rolls Cappuccino - 24 Pieces,Abu auf,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h76/44768376979486/200Wx200H_598587_main.jpg,Egypt
Wadi Food Black Olives Paste With Hot Pepper 300g,Wadi Food,23.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h86/14786751234078/87274_main.jpg_200Wx200H,Egypt
Wadi Food Apple Vinegar 250ml,Wadi Food,45.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/h1c/14952325283870/273637_main.jpg_200Wx200H,Egypt
Al Doha Mini Chef Adventure Pasta - 250 gram,El Doha,12.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd9/hc6/34566836322334/594638_main.jpg_200Wx200H,Egypt
Munchi Wafer Biscuit - Coconut - 1 Piece,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h55/49406502076446/200Wx200H_583122_main.jpg,Egypt
Hohos Rolled Golden Cake with Cocoa Cream - 24 Pieces,HoHo's,70.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/h98/50947258155038/200Wx200H_542496_main.jpg,Egypt
Molto Mini Magnum with Strawberry - 70 gram x 24,Molto,226.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/hb4/50947258974238/200Wx200H_548881_main.jpg,Egypt
Abu Auf Meat Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h34/27539508396062/578087_main.jpg_200Wx200H,Egypt
El Bawadi Clover Honey - 780 gram,El bawadi,97.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h55/50930286034974/200Wx200H_601589_main.jpg,Egypt
Freska Chocolate Wafer with Halawa - 20gm,Freska,2.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h23/49986558459934/200Wx200H_467175_main.jpg,Egypt
Munchy&#39;s Muzic Wafer Cubes with Hazelnut - 12 Pieces,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h46/hd9/49406500110366/200Wx200H_583117_main.jpg,Egypt
El Doha Pasta Little Shells - 250 gram,El Doha,12.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/h40/34898566905886/200Wx200H_594640_main.jpg,Egypt
BAKE ROLZ PIZZA FAMILY 88G,Unknown,8.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h52/49986613248030/200Wx200H_605855_main.jpg,Egypt
El Shamadan Light Bisk Biscuit With Oats - 3 Pieces,El shamadan,5.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/hb5/17366127706142/456888_main.jpg_200Wx200H,Egypt
Corona Dark Stevia 55% - 6 Pieces,Corona,174.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h09/h16/49441279377438/200Wx200H_609197_main.jpg,Egypt
FRESKA WAFER HAZELNUT&amp;CHOCO,Freska,2.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hce/h26/49986562129950/200Wx200H_416104_main.jpg,Egypt
Abu Auf Cranberries And Coconut Protein Bar - 70 gram,Abu auf,42.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/h8f/14531015933982/535519_main.jpg_200Wx200H,Egypt
Abu Ali Extra Bread Crumbs - 850 gm,Abu ali,72.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h79/h31/14952280653854/379680_main.jpg_200Wx200H,Egypt
El Doha Milled White Pepper 70g,El Doha,81.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h56/h61/34710143926302/18003_main.jpg_200Wx200H,Egypt
Munchee Wafers with Hazelnut Cream,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h75/hc1/49406499455006/200Wx200H_583116_main.jpg,Egypt
El Shamadan Wave Wafer Filled with Chocolate Cream - 2  Wafers,El shamadan,3.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2d/h53/47699719421982/200Wx200H_456886_main.jpg,Egypt
Tunato Shredded Tuna - 140 gram,Tunato,31.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h39/h2d/14786827943966/453464_main.jpg_200Wx200H,Egypt
Bab Elsham Turmeric - 45 gram,Bab El Sham,19.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h36/31258500857886/468305_main.jpg_200Wx200H,Egypt
Abu Auf Smoked Almonds Roasted - 300 gram,Abu auf,180.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h94/51542457122846/200Wx200H_449189_main.jpg,Egypt
Abu Auf Fish Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h42/hfb/29344507396126/578064_main.jpg_200Wx200H,Egypt
El Abd Coconut Biscuits - 18 Pieces,Unknown,45.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h45/h12/31479224762398/560941_main.jpg_200Wx200H,Egypt
Hohos Rolled Golden Cake With Cocoa Cream Filling,HoHo's,2.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h34/49986570682398/200Wx200H_542495_main.jpg,Egypt
Abu Auf Sumac - 75 gram,Abu auf,41.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdc/h1d/29344509657118/578076_main.jpg_200Wx200H,Egypt
El Doha Milled Thyme Powder- 20 gram,El Doha,35.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h79/h75/34710151495710/18008_main.jpg_200Wx200H,Egypt
Wadi Food Tomato Paste - 3Kg,Wadi Food,171.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/hf6/12784085270558/355793_main.jpg_200Wx200H,Egypt
